* Measurement data measured by REW V5.20.8
* Source: Generic_1 [plughw:1,0], Capture (Capture), R, volume: 0.508
* Format: 256k Log Swept Sine, 1 sweep at -6.0 dBFS with no timing reference
* Dated: 10 Jul, 2022 10:34:33 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: Jul 10
* Smoothing: 1/48 octave
* Frequency Step: 0.36621097 Hz
* Start Frequency: 20.141602 Hz
*
* Freq(Hz), dBFS(dBFS), Phase(degrees)
10250.611184, -35.918, -127.0772
10250.977395, -35.917, -127.0548
10251.343606, -35.916, -127.0324
10251.709817, -35.915, -127.0100
10252.076028, -35.914, -126.9877
10252.442239, -35.912, -126.9653
10252.808450, -35.911, -126.9429
10253.174661, -35.910, -126.9205
10253.540872, -35.909, -126.8981
10253.907083, -35.908, -126.8757
10254.273294, -35.907, -126.8533
10254.639505, -35.906, -126.8309
10255.005716, -35.904, -126.8085
10255.371927, -35.903, -126.7861
10255.738138, -35.902, -126.7638
10256.104349, -35.901, -126.7414
10256.470560, -35.900, -126.7190
10256.836771, -35.899, -126.6966
10257.202982, -35.898, -126.6742
10257.569192, -35.896, -126.6518
10257.935403, -35.895, -126.6294
10258.301614, -35.894, -126.6070
10258.667825, -35.893, -126.5846
10259.034036, -35.892, -126.5622
10259.400247, -35.891, -126.5398
10259.766458, -35.889, -126.5175
10260.132669, -35.888, -126.4951
10260.498880, -35.887, -126.4727
10260.865091, -35.886, -126.4503
10261.231302, -35.885, -126.4279
10261.597513, -35.884, -126.4055
10261.963724, -35.883, -126.3831
10262.329935, -35.881, -126.3607
10262.696146, -35.880, -126.3383
10263.062357, -35.879, -126.3159
10263.428568, -35.878, -126.2935
10263.794779, -35.877, -126.2711
10264.160990, -35.876, -126.2487
10264.527201, -35.874, -126.2263
10264.893412, -35.873, -126.2039
10265.259623, -35.872, -126.1815
10265.625834, -35.871, -126.1591
10265.992045, -35.870, -126.1368
10266.358256, -35.868, -126.1144
10266.724467, -35.867, -126.0920
10267.090678, -35.866, -126.0696
10267.456889, -35.865, -126.0472
10267.823100, -35.864, -126.0248
10268.189311, -35.863, -126.0024
10268.555522, -35.861, -125.9800
10268.921732, -35.860, -125.9576
10269.287943, -35.859, -125.9352
10269.654154, -35.858, -125.9128
10270.020365, -35.857, -125.8904
10270.386576, -35.855, -125.8680
10270.752787, -35.854, -125.8456
10271.118998, -35.853, -125.8232
10271.485209, -35.852, -125.8008
10271.851420, -35.851, -125.7784
10272.217631, -35.849, -125.7560
10272.583842, -35.848, -125.7336
10272.950053, -35.847, -125.7112
10273.316264, -35.846, -125.6888
10273.682475, -35.845, -125.6664
10274.048686, -35.843, -125.6440
10274.414897, -35.842, -125.6216
10274.781108, -35.841, -125.5992
10275.147319, -35.840, -125.5768
10275.513530, -35.839, -125.5544
10275.879741, -35.837, -125.5319
10276.245952, -35.836, -125.5095
10276.612163, -35.835, -125.4871
10276.978374, -35.834, -125.4647
10277.344585, -35.833, -125.4423
10277.710796, -35.831, -125.4199
10278.077007, -35.830, -125.3975
10278.443218, -35.829, -125.3751
10278.809429, -35.828, -125.3527
10279.175640, -35.826, -125.3303
10279.541851, -35.825, -125.3079
10279.908062, -35.824, -125.2855
10280.274272, -35.823, -125.2631
10280.640483, -35.822, -125.2407
10281.006694, -35.820, -125.2182
10281.372905, -35.819, -125.1958
10281.739116, -35.818, -125.1734
10282.105327, -35.817, -125.1510
10282.471538, -35.815, -125.1286
10282.837749, -35.814, -125.1062
10283.203960, -35.813, -125.0838
10283.570171, -35.812, -125.0614
10283.936382, -35.810, -125.0390
10284.302593, -35.809, -125.0165
10284.668804, -35.808, -124.9941
10285.035015, -35.807, -124.9717
10285.401226, -35.805, -124.9493
10285.767437, -35.804, -124.9269
10286.133648, -35.803, -124.9045
10286.499859, -35.802, -124.8820
10286.866070, -35.800, -124.8596
10287.232281, -35.799, -124.8372
10287.598492, -35.798, -124.8148
10287.964703, -35.797, -124.7924
10288.330914, -35.795, -124.7700
10288.697125, -35.794, -124.7475
10289.063336, -35.793, -124.7251
10289.429547, -35.792, -124.7027
10289.795758, -35.790, -124.6803
10290.161969, -35.789, -124.6579
10290.528180, -35.788, -124.6354
10290.894391, -35.787, -124.6130
10291.260601, -35.785, -124.5906
10291.626812, -35.784, -124.5682
10291.993023, -35.783, -124.5458
10292.359234, -35.782, -124.5233
10292.725445, -35.780, -124.5009
10293.091656, -35.779, -124.4785
10293.457867, -35.778, -124.4561
10293.824078, -35.777, -124.4336
10294.190289, -35.775, -124.4112
10294.556500, -35.774, -124.3888
10294.922711, -35.773, -124.3663
10295.288922, -35.771, -124.3439
10295.655133, -35.770, -124.3215
10296.021344, -35.769, -124.2991
10296.387555, -35.768, -124.2766
10296.753766, -35.766, -124.2542
10297.119977, -35.765, -124.2318
10297.486188, -35.764, -124.2094
10297.852399, -35.762, -124.1869
10298.218610, -35.761, -124.1645
10298.584821, -35.760, -124.1421
10298.951032, -35.759, -124.1196
10299.317243, -35.757, -124.0972
10299.683454, -35.756, -124.0748
10300.049665, -35.755, -124.0523
10300.415876, -35.753, -124.0299
10300.782087, -35.752, -124.0075
10301.148298, -35.751, -123.9850
10301.514509, -35.750, -123.9626
10301.880720, -35.748, -123.9402
10302.246931, -35.747, -123.9177
10302.613141, -35.746, -123.8953
10302.979352, -35.744, -123.8728
10303.345563, -35.743, -123.8504
10303.711774, -35.742, -123.8280
10304.077985, -35.740, -123.8055
10304.444196, -35.739, -123.7831
10304.810407, -35.738, -123.7607
10305.176618, -35.736, -123.7382
10305.542829, -35.735, -123.7158
10305.909040, -35.734, -123.6933
10306.275251, -35.733, -123.6709
10306.641462, -35.731, -123.6485
10307.007673, -35.730, -123.6260
10307.373884, -35.729, -123.6036
10307.740095, -35.727, -123.5811
10308.106306, -35.726, -123.5587
10308.472517, -35.725, -123.5362
10308.838728, -35.723, -123.5138
10309.204939, -35.722, -123.4914
10309.571150, -35.721, -123.4689
10309.937361, -35.719, -123.4465
10310.303572, -35.718, -123.4240
10310.669783, -35.717, -123.4016
10311.035994, -35.715, -123.3791
10311.402205, -35.714, -123.3567
10311.768416, -35.713, -123.3342
10312.134627, -35.711, -123.3118
10312.500838, -35.710, -123.2893
10312.867049, -35.709, -123.2669
10313.233260, -35.707, -123.2444
10313.599470, -35.706, -123.2220
10313.965681, -35.705, -123.1995
10314.331892, -35.703, -123.1771
10314.698103, -35.702, -123.1546
10315.064314, -35.701, -123.1322
10315.430525, -35.699, -123.1097
10315.796736, -35.698, -123.0873
10316.162947, -35.697, -123.0648
10316.529158, -35.695, -123.0424
10316.895369, -35.694, -123.0199
10317.261580, -35.692, -122.9975
10317.627791, -35.691, -122.9750
10317.994002, -35.690, -122.9526
10318.360213, -35.688, -122.9301
10318.726424, -35.687, -122.9077
10319.092635, -35.686, -122.8852
10319.458846, -35.684, -122.8627
10319.825057, -35.683, -122.8403
10320.191268, -35.682, -122.8178
10320.557479, -35.680, -122.7954
10320.923690, -35.679, -122.7729
10321.289901, -35.677, -122.7505
10321.656112, -35.676, -122.7280
10322.022323, -35.675, -122.7056
10322.388534, -35.673, -122.6831
10322.754745, -35.672, -122.6606
10323.120956, -35.671, -122.6382
10323.487167, -35.669, -122.6157
10323.853378, -35.668, -122.5933
10324.219589, -35.666, -122.5708
10324.585800, -35.665, -122.5483
10324.952010, -35.664, -122.5259
10325.318221, -35.662, -122.5034
10325.684432, -35.661, -122.4810
10326.050643, -35.660, -122.4585
10326.416854, -35.658, -122.4360
10326.783065, -35.657, -122.4136
10327.149276, -35.655, -122.3911
10327.515487, -35.654, -122.3686
10327.881698, -35.653, -122.3462
10328.247909, -35.651, -122.3237
10328.614120, -35.650, -122.3013
10328.980331, -35.648, -122.2788
10329.346542, -35.647, -122.2563
10329.712753, -35.646, -122.2339
10330.078964, -35.644, -122.2114
10330.445175, -35.643, -122.1889
10330.811386, -35.641, -122.1665
10331.177597, -35.640, -122.1440
10331.543808, -35.639, -122.1215
10331.910019, -35.637, -122.0991
10332.276230, -35.636, -122.0766
10332.642441, -35.634, -122.0541
10333.008652, -35.633, -122.0317
10333.374863, -35.632, -122.0092
10333.741074, -35.630, -121.9867
10334.107285, -35.629, -121.9643
10334.473496, -35.627, -121.9418
10334.839707, -35.626, -121.9193
10335.205918, -35.624, -121.8969
10335.572129, -35.623, -121.8744
10335.938340, -35.622, -121.8519
10336.304550, -35.620, -121.8295
10336.670761, -35.619, -121.8070
10337.036972, -35.617, -121.7845
10337.403183, -35.616, -121.7620
10337.769394, -35.614, -121.7396
10338.135605, -35.613, -121.7171
10338.501816, -35.612, -121.6946
10338.868027, -35.610, -121.6722
10339.234238, -35.609, -121.6497
10339.600449, -35.607, -121.6272
10339.966660, -35.606, -121.6048
10340.332871, -35.604, -121.5823
10340.699082, -35.603, -121.5598
10341.065293, -35.602, -121.5373
10341.431504, -35.600, -121.5149
10341.797715, -35.599, -121.4924
10342.163926, -35.597, -121.4699
10342.530137, -35.596, -121.4475
10342.896348, -35.594, -121.4250
10343.262559, -35.593, -121.4025
10343.628770, -35.591, -121.3800
10343.994981, -35.590, -121.3576
10344.361192, -35.589, -121.3351
10344.727403, -35.587, -121.3126
10345.093614, -35.586, -121.2902
10345.459825, -35.584, -121.2677
10345.826036, -35.583, -121.2452
10346.192247, -35.581, -121.2227
10346.558458, -35.580, -121.2003
10346.924669, -35.578, -121.1778
10347.290879, -35.577, -121.1553
10347.657090, -35.575, -121.1328
10348.023301, -35.574, -121.1104
10348.389512, -35.572, -121.0879
10348.755723, -35.571, -121.0654
10349.121934, -35.570, -121.0429
10349.488145, -35.568, -121.0205
10349.854356, -35.567, -120.9980
10350.220567, -35.565, -120.9755
10350.586778, -35.564, -120.9530
10350.952989, -35.562, -120.9306
10351.319200, -35.561, -120.9081
10351.685411, -35.559, -120.8856
10352.051622, -35.558, -120.8631
10352.417833, -35.556, -120.8407
10352.784044, -35.555, -120.8182
10353.150255, -35.553, -120.7957
10353.516466, -35.552, -120.7732
10353.882677, -35.550, -120.7508
10354.248888, -35.549, -120.7283
10354.615099, -35.547, -120.7058
10354.981310, -35.546, -120.6833
10355.347521, -35.544, -120.6609
10355.713732, -35.543, -120.6384
10356.079943, -35.541, -120.6159
10356.446154, -35.540, -120.5934
10356.812365, -35.538, -120.5709
10357.178576, -35.537, -120.5485
10357.544787, -35.535, -120.5260
10357.910998, -35.534, -120.5035
10358.277209, -35.532, -120.4810
10358.643419, -35.531, -120.4586
10359.009630, -35.529, -120.4361
10359.375841, -35.528, -120.4136
10359.742052, -35.526, -120.3911
10360.108263, -35.525, -120.3687
10360.474474, -35.523, -120.3462
10360.840685, -35.522, -120.3237
10361.206896, -35.520, -120.3012
10361.573107, -35.519, -120.2788
10361.939318, -35.517, -120.2563
10362.305529, -35.516, -120.2338
10362.671740, -35.514, -120.2113
10363.037951, -35.513, -120.1889
10363.404162, -35.511, -120.1664
10363.770373, -35.510, -120.1439
10364.136584, -35.508, -120.1214
10364.502795, -35.507, -120.0989
10364.869006, -35.505, -120.0765
10365.235217, -35.503, -120.0540
10365.601428, -35.502, -120.0315
10365.967639, -35.500, -120.0090
10366.333850, -35.499, -119.9866
10366.700061, -35.497, -119.9641
10367.066272, -35.496, -119.9416
10367.432483, -35.494, -119.9191
10367.798694, -35.493, -119.8966
10368.164905, -35.491, -119.8742
10368.531116, -35.490, -119.8517
10368.897327, -35.488, -119.8292
10369.263538, -35.487, -119.8067
10369.629748, -35.485, -119.7843
10369.995959, -35.483, -119.7618
10370.362170, -35.482, -119.7393
10370.728381, -35.480, -119.7168
10371.094592, -35.479, -119.6944
10371.460803, -35.477, -119.6719
10371.827014, -35.476, -119.6494
10372.193225, -35.474, -119.6269
10372.559436, -35.473, -119.6044
10372.925647, -35.471, -119.5820
10373.291858, -35.470, -119.5595
10373.658069, -35.468, -119.5370
10374.024280, -35.466, -119.5145
10374.390491, -35.465, -119.4921
10374.756702, -35.463, -119.4696
10375.122913, -35.462, -119.4471
10375.489124, -35.460, -119.4246
10375.855335, -35.459, -119.4022
10376.221546, -35.457, -119.3797
10376.587757, -35.455, -119.3572
10376.953968, -35.454, -119.3347
10377.320179, -35.452, -119.3122
10377.686390, -35.451, -119.2898
10378.052601, -35.449, -119.2673
10378.418812, -35.448, -119.2448
10378.785023, -35.446, -119.2223
10379.151234, -35.444, -119.1999
10379.517445, -35.443, -119.1774
10379.883656, -35.441, -119.1549
10380.249867, -35.440, -119.1324
10380.616078, -35.438, -119.1099
10380.982288, -35.436, -119.0875
10381.348499, -35.435, -119.0650
10381.714710, -35.433, -119.0425
10382.080921, -35.432, -119.0200
10382.447132, -35.430, -118.9976
10382.813343, -35.429, -118.9751
10383.179554, -35.427, -118.9526
10383.545765, -35.425, -118.9301
10383.911976, -35.424, -118.9077
10384.278187, -35.422, -118.8852
10384.644398, -35.421, -118.8627
10385.010609, -35.419, -118.8402
10385.376820, -35.417, -118.8178
10385.743031, -35.416, -118.7953
10386.109242, -35.414, -118.7728
10386.475453, -35.413, -118.7503
10386.841664, -35.411, -118.7278
10387.207875, -35.409, -118.7054
10387.574086, -35.408, -118.6829
10387.940297, -35.406, -118.6604
10388.306508, -35.404, -118.6379
10388.672719, -35.403, -118.6155
10389.038930, -35.401, -118.5930
10389.405141, -35.400, -118.5705
10389.771352, -35.398, -118.5480
10390.137563, -35.396, -118.5256
10390.503774, -35.395, -118.5031
10390.869985, -35.393, -118.4806
10391.236196, -35.392, -118.4581
10391.602407, -35.390, -118.4356
10391.968617, -35.388, -118.4132
10392.334828, -35.387, -118.3907
10392.701039, -35.385, -118.3682
10393.067250, -35.383, -118.3457
10393.433461, -35.382, -118.3233
10393.799672, -35.380, -118.3008
10394.165883, -35.378, -118.2783
10394.532094, -35.377, -118.2558
10394.898305, -35.375, -118.2334
10395.264516, -35.374, -118.2109
10395.630727, -35.372, -118.1884
10395.996938, -35.370, -118.1659
10396.363149, -35.369, -118.1434
10396.729360, -35.367, -118.1210
10397.095571, -35.365, -118.0985
10397.461782, -35.364, -118.0760
10397.827993, -35.362, -118.0535
10398.194204, -35.360, -118.0311
10398.560415, -35.359, -118.0086
10398.926626, -35.357, -117.9861
10399.292837, -35.355, -117.9636
10399.659048, -35.354, -117.9411
10400.025259, -35.352, -117.9187
10400.391470, -35.351, -117.8962
10400.757681, -35.349, -117.8737
10401.123892, -35.347, -117.8512
10401.490103, -35.346, -117.8288
10401.856314, -35.344, -117.8063
10402.222525, -35.342, -117.7838
10402.588736, -35.341, -117.7613
10402.954947, -35.339, -117.7389
10403.321157, -35.337, -117.7164
10403.687368, -35.336, -117.6939
10404.053579, -35.334, -117.6714
10404.419790, -35.332, -117.6489
10404.786001, -35.331, -117.6265
10405.152212, -35.329, -117.6040
10405.518423, -35.327, -117.5815
10405.884634, -35.326, -117.5590
10406.250845, -35.324, -117.5366
10406.617056, -35.322, -117.5141
10406.983267, -35.320, -117.4916
10407.349478, -35.319, -117.4691
10407.715689, -35.317, -117.4466
10408.081900, -35.315, -117.4242
10408.448111, -35.314, -117.4017
10408.814322, -35.312, -117.3792
10409.180533, -35.310, -117.3567
10409.546744, -35.309, -117.3343
10409.912955, -35.307, -117.3118
10410.279166, -35.305, -117.2893
10410.645377, -35.304, -117.2668
10411.011588, -35.302, -117.2444
10411.377799, -35.300, -117.2219
10411.744010, -35.299, -117.1994
10412.110221, -35.297, -117.1769
10412.476432, -35.295, -117.1544
10412.842643, -35.293, -117.1320
10413.208854, -35.292, -117.1095
10413.575065, -35.290, -117.0870
10413.941276, -35.288, -117.0645
10414.307487, -35.287, -117.0421
10414.673697, -35.285, -117.0196
10415.039908, -35.283, -116.9971
10415.406119, -35.281, -116.9746
10415.772330, -35.280, -116.9521
10416.138541, -35.278, -116.9297
10416.504752, -35.276, -116.9072
10416.870963, -35.275, -116.8847
10417.237174, -35.273, -116.8622
10417.603385, -35.271, -116.8398
10417.969596, -35.269, -116.8173
10418.335807, -35.268, -116.7948
10418.702018, -35.266, -116.7723
10419.068229, -35.264, -116.7498
10419.434440, -35.263, -116.7274
10419.800651, -35.261, -116.7049
10420.166862, -35.259, -116.6824
10420.533073, -35.257, -116.6599
10420.899284, -35.256, -116.6375
10421.265495, -35.254, -116.6150
10421.631706, -35.252, -116.5925
10421.997917, -35.250, -116.5700
10422.364128, -35.249, -116.5475
10422.730339, -35.247, -116.5251
10423.096550, -35.245, -116.5026
10423.462761, -35.244, -116.4801
10423.828972, -35.242, -116.4576
10424.195183, -35.240, -116.4352
10424.561394, -35.238, -116.4127
10424.927605, -35.237, -116.3902
10425.293816, -35.235, -116.3677
10425.660026, -35.233, -116.3452
10426.026237, -35.231, -116.3228
10426.392448, -35.230, -116.3003
10426.758659, -35.228, -116.2778
10427.124870, -35.226, -116.2553
10427.491081, -35.224, -116.2328
10427.857292, -35.223, -116.2104
10428.223503, -35.221, -116.1879
10428.589714, -35.219, -116.1654
10428.955925, -35.217, -116.1429
10429.322136, -35.216, -116.1205
10429.688347, -35.214, -116.0980
10430.054558, -35.212, -116.0755
10430.420769, -35.210, -116.0530
10430.786980, -35.208, -116.0305
10431.153191, -35.207, -116.0081
10431.519402, -35.205, -115.9856
10431.885613, -35.203, -115.9631
10432.251824, -35.201, -115.9406
10432.618035, -35.200, -115.9182
10432.984246, -35.198, -115.8957
10433.350457, -35.196, -115.8732
10433.716668, -35.194, -115.8507
10434.082879, -35.193, -115.8282
10434.449090, -35.191, -115.8058
10434.815301, -35.189, -115.7833
10435.181512, -35.187, -115.7608
10435.547723, -35.185, -115.7383
10435.913934, -35.184, -115.7159
10436.280145, -35.182, -115.6934
10436.646356, -35.180, -115.6709
10437.012566, -35.178, -115.6484
10437.378777, -35.176, -115.6260
10437.744988, -35.175, -115.6035
10438.111199, -35.173, -115.5810
10438.477410, -35.171, -115.5585
10438.843621, -35.169, -115.5360
10439.209832, -35.168, -115.5136
10439.576043, -35.166, -115.4911
10439.942254, -35.164, -115.4686
10440.308465, -35.162, -115.4461
10440.674676, -35.160, -115.4237
10441.040887, -35.159, -115.4012
10441.407098, -35.157, -115.3787
10441.773309, -35.155, -115.3562
10442.139520, -35.153, -115.3338
10442.505731, -35.151, -115.3113
10442.871942, -35.149, -115.2888
10443.238153, -35.148, -115.2663
10443.604364, -35.146, -115.2439
10443.970575, -35.144, -115.2214
10444.336786, -35.142, -115.1989
10444.702997, -35.140, -115.1764
10445.069208, -35.139, -115.1540
10445.435419, -35.137, -115.1315
10445.801630, -35.135, -115.1090
10446.167841, -35.133, -115.0865
10446.534052, -35.131, -115.0641
10446.900263, -35.129, -115.0416
10447.266474, -35.128, -115.0191
10447.632685, -35.126, -114.9966
10447.998895, -35.124, -114.9742
10448.365106, -35.122, -114.9517
10448.731317, -35.120, -114.9292
10449.097528, -35.119, -114.9068
10449.463739, -35.117, -114.8843
10449.829950, -35.115, -114.8618
10450.196161, -35.113, -114.8393
10450.562372, -35.111, -114.8168
10450.928583, -35.109, -114.7944
10451.294794, -35.107, -114.7719
10451.661005, -35.106, -114.7494
10452.027216, -35.104, -114.7270
10452.393427, -35.102, -114.7045
10452.759638, -35.100, -114.6820
10453.125849, -35.098, -114.6595
10453.492060, -35.096, -114.6371
10453.858271, -35.095, -114.6146
10454.224482, -35.093, -114.5921
10454.590693, -35.091, -114.5697
10454.956904, -35.089, -114.5472
10455.323115, -35.087, -114.5247
10455.689326, -35.085, -114.5023
10456.055537, -35.083, -114.4798
10456.421748, -35.082, -114.4573
10456.787959, -35.080, -114.4348
10457.154170, -35.078, -114.4124
10457.520381, -35.076, -114.3899
10457.886592, -35.074, -114.3674
10458.252803, -35.072, -114.3450
10458.619014, -35.070, -114.3225
10458.985225, -35.069, -114.3000
10459.351435, -35.067, -114.2776
10459.717646, -35.065, -114.2551
10460.083857, -35.063, -114.2326
10460.450068, -35.061, -114.2102
10460.816279, -35.059, -114.1877
10461.182490, -35.057, -114.1652
10461.548701, -35.055, -114.1428
10461.914912, -35.053, -114.1203
10462.281123, -35.052, -114.0978
10462.647334, -35.050, -114.0754
10463.013545, -35.048, -114.0529
10463.379756, -35.046, -114.0304
10463.745967, -35.044, -114.0080
10464.112178, -35.042, -113.9855
10464.478389, -35.040, -113.9631
10464.844600, -35.038, -113.9406
10465.210811, -35.037, -113.9181
10465.577022, -35.035, -113.8957
10465.943233, -35.033, -113.8732
10466.309444, -35.031, -113.8507
10466.675655, -35.029, -113.8283
10467.041866, -35.027, -113.8058
10467.408077, -35.025, -113.7834
10467.774288, -35.023, -113.7609
10468.140499, -35.021, -113.7384
10468.506710, -35.019, -113.7160
10468.872921, -35.018, -113.6935
10469.239132, -35.016, -113.6711
10469.605343, -35.014, -113.6486
10469.971554, -35.012, -113.6261
10470.337765, -35.010, -113.6037
10470.703975, -35.008, -113.5812
10471.070186, -35.006, -113.5588
10471.436397, -35.004, -113.5363
10471.802608, -35.002, -113.5138
10472.168819, -35.000, -113.4914
10472.535030, -34.998, -113.4689
10472.901241, -34.996, -113.4465
10473.267452, -34.994, -113.4240
10473.633663, -34.993, -113.4016
10473.999874, -34.991, -113.3791
10474.366085, -34.989, -113.3567
10474.732296, -34.987, -113.3342
10475.098507, -34.985, -113.3118
10475.464718, -34.983, -113.2893
10475.830929, -34.981, -113.2669
10476.197140, -34.979, -113.2444
10476.563351, -34.977, -113.2219
10476.929562, -34.975, -113.1995
10477.295773, -34.973, -113.1770
10477.661984, -34.971, -113.1546
10478.028195, -34.969, -113.1321
10478.394406, -34.967, -113.1097
10478.760617, -34.965, -113.0872
10479.126828, -34.964, -113.0648
10479.493039, -34.962, -113.0424
10479.859250, -34.960, -113.0199
10480.225461, -34.958, -112.9975
10480.591672, -34.956, -112.9750
10480.957883, -34.954, -112.9526
10481.324094, -34.952, -112.9301
10481.690304, -34.950, -112.9077
10482.056515, -34.948, -112.8852
10482.422726, -34.946, -112.8628
10482.788937, -34.944, -112.8403
10483.155148, -34.942, -112.8179
10483.521359, -34.940, -112.7954
10483.887570, -34.938, -112.7730
10484.253781, -34.936, -112.7506
10484.619992, -34.934, -112.7281
10484.986203, -34.932, -112.7057
10485.352414, -34.930, -112.6832
10485.718625, -34.928, -112.6608
10486.084836, -34.926, -112.6384
10486.451047, -34.924, -112.6159
10486.817258, -34.922, -112.5935
10487.183469, -34.920, -112.5710
10487.549680, -34.918, -112.5486
10487.915891, -34.916, -112.5262
10488.282102, -34.914, -112.5037
10488.648313, -34.912, -112.4813
10489.014524, -34.910, -112.4589
10489.380735, -34.908, -112.4364
10489.746946, -34.906, -112.4140
10490.113157, -34.904, -112.3916
10490.479368, -34.902, -112.3691
10490.845579, -34.900, -112.3467
10491.211790, -34.898, -112.3243
10491.578001, -34.896, -112.3018
10491.944212, -34.894, -112.2794
10492.310423, -34.892, -112.2570
10492.676634, -34.890, -112.2345
10493.042844, -34.888, -112.2121
10493.409055, -34.886, -112.1897
10493.775266, -34.884, -112.1672
10494.141477, -34.882, -112.1448
10494.507688, -34.880, -112.1224
10494.873899, -34.878, -112.1000
10495.240110, -34.876, -112.0775
10495.606321, -34.874, -112.0551
10495.972532, -34.872, -112.0327
10496.338743, -34.870, -112.0103
10496.704954, -34.868, -111.9878
10497.071165, -34.866, -111.9654
10497.437376, -34.864, -111.9430
10497.803587, -34.862, -111.9206
10498.169798, -34.860, -111.8981
10498.536009, -34.858, -111.8757
10498.902220, -34.856, -111.8533
10499.268431, -34.854, -111.8309
10499.634642, -34.852, -111.8085
10500.000853, -34.850, -111.7860
10500.367064, -34.848, -111.7636
10500.733275, -34.846, -111.7412
10501.099486, -34.844, -111.7188
10501.465697, -34.842, -111.6964
10501.831908, -34.840, -111.6740
10502.198119, -34.838, -111.6515
10502.564330, -34.836, -111.6291
10502.930541, -34.834, -111.6067
10503.296752, -34.832, -111.5843
10503.662963, -34.830, -111.5619
10504.029173, -34.828, -111.5395
10504.395384, -34.826, -111.5171
10504.761595, -34.824, -111.4947
10505.127806, -34.822, -111.4722
10505.494017, -34.820, -111.4498
10505.860228, -34.817, -111.4274
10506.226439, -34.815, -111.4050
10506.592650, -34.813, -111.3826
10506.958861, -34.811, -111.3602
10507.325072, -34.809, -111.3378
10507.691283, -34.807, -111.3154
10508.057494, -34.805, -111.2930
10508.423705, -34.803, -111.2706
10508.789916, -34.801, -111.2482
10509.156127, -34.799, -111.2258
10509.522338, -34.797, -111.2034
10509.888549, -34.795, -111.1810
10510.254760, -34.793, -111.1586
10510.620971, -34.791, -111.1362
10510.987182, -34.789, -111.1138
10511.353393, -34.786, -111.0914
10511.719604, -34.784, -111.0690
10512.085815, -34.782, -111.0466
10512.452026, -34.780, -111.0242
10512.818237, -34.778, -111.0018
10513.184448, -34.776, -110.9794
10513.550659, -34.774, -110.9570
10513.916870, -34.772, -110.9346
10514.283081, -34.770, -110.9122
10514.649292, -34.768, -110.8898
10515.015503, -34.766, -110.8674
10515.381713, -34.764, -110.8450
10515.747924, -34.761, -110.8226
10516.114135, -34.759, -110.8002
10516.480346, -34.757, -110.7778
10516.846557, -34.755, -110.7554
10517.212768, -34.753, -110.7331
10517.578979, -34.751, -110.7107
10517.945190, -34.749, -110.6883
10518.311401, -34.747, -110.6659
10518.677612, -34.745, -110.6435
10519.043823, -34.743, -110.6211
10519.410034, -34.740, -110.5987
10519.776245, -34.738, -110.5763
10520.142456, -34.736, -110.5540
10520.508667, -34.734, -110.5316
10520.874878, -34.732, -110.5092
10521.241089, -34.730, -110.4868
10521.607300, -34.728, -110.4644
10521.973511, -34.726, -110.4421
10522.339722, -34.724, -110.4197
10522.705933, -34.721, -110.3973
10523.072144, -34.719, -110.3749
10523.438355, -34.717, -110.3525
10523.804566, -34.715, -110.3302
10524.170777, -34.713, -110.3078
10524.536988, -34.711, -110.2854
10524.903199, -34.709, -110.2630
10525.269410, -34.706, -110.2407
10525.635621, -34.704, -110.2183
10526.001832, -34.702, -110.1959
10526.368042, -34.700, -110.1735
10526.734253, -34.698, -110.1512
10527.100464, -34.696, -110.1288
10527.466675, -34.694, -110.1064
10527.832886, -34.692, -110.0841
10528.199097, -34.689, -110.0617
10528.565308, -34.687, -110.0393
10528.931519, -34.685, -110.0170
10529.297730, -34.683, -109.9946
10529.663941, -34.681, -109.9722
10530.030152, -34.679, -109.9499
10530.396363, -34.676, -109.9275
10530.762574, -34.674, -109.9051
10531.128785, -34.672, -109.8828
10531.494996, -34.670, -109.8604
10531.861207, -34.668, -109.8380
10532.227418, -34.666, -109.8157
10532.593629, -34.663, -109.7933
10532.959840, -34.661, -109.7710
10533.326051, -34.659, -109.7486
10533.692262, -34.657, -109.7263
10534.058473, -34.655, -109.7039
10534.424684, -34.653, -109.6815
10534.790895, -34.650, -109.6592
10535.157106, -34.648, -109.6368
10535.523317, -34.646, -109.6145
10535.889528, -34.644, -109.5921
10536.255739, -34.642, -109.5698
10536.621950, -34.640, -109.5474
10536.988161, -34.637, -109.5251
10537.354372, -34.635, -109.5027
10537.720582, -34.633, -109.4804
10538.086793, -34.631, -109.4580
10538.453004, -34.629, -109.4357
10538.819215, -34.626, -109.4133
10539.185426, -34.624, -109.3910
10539.551637, -34.622, -109.3686
10539.917848, -34.620, -109.3463
10540.284059, -34.618, -109.3239
10540.650270, -34.615, -109.3016
10541.016481, -34.613, -109.2792
10541.382692, -34.611, -109.2569
10541.748903, -34.609, -109.2346
10542.115114, -34.607, -109.2122
10542.481325, -34.604, -109.1899
10542.847536, -34.602, -109.1675
10543.213747, -34.600, -109.1452
10543.579958, -34.598, -109.1228
10543.946169, -34.596, -109.1005
10544.312380, -34.593, -109.0782
10544.678591, -34.591, -109.0558
10545.044802, -34.589, -109.0335
10545.411013, -34.587, -109.0112
10545.777224, -34.585, -108.9888
10546.143435, -34.582, -108.9665
